Mã sku phần mềm Bravo,Đuôi màu,Mã vật tư tính giá,Tên vật tư tính giá,Mã sku nhà máy,Mã Sale,Bộ Mẫu,Nhóm sản phẩm,Đặc điểm,Đơn vị nhỏ nhất,Đơn vị cấp 2,Hệ số quy đổi cấp 2,Đơn vị cấp 3,Hệ số quy đổi cấp 3,Đơn vị cấp 4,Hệ số quy đổi cấp 4,Quy cách vận tải,Nhóm giá,Khối lượng,Mã nhà máy,Mã nơi kéo,Nhãn hàng,Tình trạng,Tình trạng chi nhánh,Cột dò tình trạng,Ngày triển khai,Kênh triển khai,Tuổi mẫu
bravo_sku,color_tail,item_code,item_name,factory_sku,sale_sku,pattern_set,category,features,masterunit,uom_level2,quantity_exchange_level2,uom_level3,quantity_exchange_level3,uom_level4,quantity_exchange_level4,transport_spec,price_group,gross_weight,factory_code,pull_source_code,brand,status,branch_status,status_lookup,deploy_date,branch_channel,sample_age
01.L1.2540.2405V.0,0,01.L1.2540.2405V,Gạch 25x40 MS 2405V loại 1,2405V,01.2405V,END,GACH,VIEN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L1.2540.2405V.1,1,01.L1.2540.2405V,Gạch 25x40 MS 2405V loại 1,2405V,01.2405V,END,GACH,VIEN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L1.2540.2405V.3,3,01.L1.2540.2405V,Gạch 25x40 MS 2405V loại 1,2405V,01.2405V,END,GACH,VIEN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L1.2540.2405V.4,4,01.L1.2540.2405V,Gạch 25x40 MS 2405V loại 1,2405V,01.2405V,END,GACH,VIEN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L1.2540.2405V.5,5,01.L1.2540.2405V,Gạch 25x40 MS 2405V loại 1,2405V,01.2405V,END,GACH,VIEN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L1.2540.2405V.6,6,01.L1.2540.2405V,Gạch 25x40 MS 2405V loại 1,2405V,01.2405V,END,GACH,VIEN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L1.2540.2405V.7,7,01.L1.2540.2405V,Gạch 25x40 MS 2405V loại 1,2405V,01.2405V,END,GACH,VIEN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L1.2540.2405V.8,8,01.L1.2540.2405V,Gạch 25x40 MS 2405V loại 1,2405V,01.2405V,END,GACH,VIEN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L2.2540.2405T.0,0,01.L2.2540.2405T,Gạch 25x40 MS 2405T loại 2,2405T,01.2405T,END,GACH,THAN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L2.2540.2405V.0,0,01.L2.2540.2405V,Gạch 25x40 MS 2405V loại 2,2405V,01.2405V,END,GACH,VIEN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L3.2540.2405T.0,0,01.L3.2540.2405T,Gạch 25x40 MS 2405T loại 3,2405T,01.2405T,END,GACH,THAN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L3.2540.2405V.0,0,01.L3.2540.2405V,Gạch 25x40 MS 2405V loại 3,2405V,01.2405V,END,GACH,VIEN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L1.2540.2406T.0,0,01.L1.2540.2406T,Gạch 25x40 MS 2406T loại 1,2406T,01.2406T,END,GACH,THAN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L1.2540.2406T.1,1,01.L1.2540.2406T,Gạch 25x40 MS 2406T loại 1,2406T,01.2406T,END,GACH,THAN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L1.2540.2406T.4,4,01.L1.2540.2406T,Gạch 25x40 MS 2406T loại 1,2406T,01.2406T,END,GACH,THAN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L1.2540.2406T.5,5,01.L1.2540.2406T,Gạch 25x40 MS 2406T loại 1,2406T,01.2406T,END,GACH,THAN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L1.2540.2406T.6,6,01.L1.2540.2406T,Gạch 25x40 MS 2406T loại 1,2406T,01.2406T,END,GACH,THAN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L1.2540.2406T.7,7,01.L1.2540.2406T,Gạch 25x40 MS 2406T loại 1,2406T,01.2406T,END,GACH,THAN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L1.2540.2406T.8,8,01.L1.2540.2406T,Gạch 25x40 MS 2406T loại 1,2406T,01.2406T,END,GACH,THAN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L1.2540.2406V.1,1,01.L1.2540.2406V,Gạch 25x40 MS 2406V loại 1,2406V,01.2406V,END,GACH,VIEN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L1.2540.2406V.4,4,01.L1.2540.2406V,Gạch 25x40 MS 2406V loại 1,2406V,01.2406V,END,GACH,VIEN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L1.2540.2406V.5,5,01.L1.2540.2406V,Gạch 25x40 MS 2406V loại 1,2406V,01.2406V,END,GACH,VIEN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L1.2540.2406V.6,6,01.L1.2540.2406V,Gạch 25x40 MS 2406V loại 1,2406V,01.2406V,END,GACH,VIEN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L1.2540.2406V.7,7,01.L1.2540.2406V,Gạch 25x40 MS 2406V loại 1,2406V,01.2406V,END,GACH,VIEN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L1.2540.2406V.8,8,01.L1.2540.2406V,Gạch 25x40 MS 2406V loại 1,2406V,01.2406V,END,GACH,VIEN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L2.2540.2406T.0,0,01.L2.2540.2406T,Gạch 25x40 MS 2406T loại 2,2406T,01.2406T,END,GACH,THAN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L2.2540.2406V.0,0,01.L2.2540.2406V,Gạch 25x40 MS 2406V loại 2,2406V,01.2406V,END,GACH,VIEN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L3.2540.2406T.0,0,01.L3.2540.2406T,Gạch 25x40 MS 2406T loại 3,2406T,01.2406T,END,GACH,THAN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L3.2540.2406V.0,0,01.L3.2540.2406V,Gạch 25x40 MS 2406V loại 3,2406V,01.2406V,END,GACH,VIEN,VIEN,HOP,10,PALLET,,M2,10,25x40,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L1.2540.2411.5,5,01.L1.2540.2411,Gạch 25x40 MS 2411 loại 1,2411,01.2411,2411,GACH,SOLO,VIEN,HOP,10,PALLET,,M2,10,25x40 TT,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,8/1/2017,,104
01.L3.2540.2411.0,0,01.L3.2540.2411,Gạch 25x40 MS 2411 loại 3,2411,01.2411,2411,GACH,SOLO,VIEN,HOP,10,PALLET,,M2,10,25x40 TT,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,8/1/2017,,104
01.L1.2540.2412.5,5,01.L1.2540.2412,Gạch 25x40 MS 2412 loại 1,2412,01.2412,2412,GACH,SOLO,VIEN,HOP,10,PALLET,,M2,10,25x40 TT,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L3.2540.2412.0,0,01.L3.2540.2412,Gạch 25x40 MS 2412 loại 3,2412,01.2412,2412,GACH,SOLO,VIEN,HOP,10,PALLET,,M2,10,25x40 TT,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L1.2540.2413.5,5,01.L1.2540.2413,Gạch 25x40 MS 2413 loại 1,2413,01.2413,2413,GACH,SOLO,VIEN,HOP,10,PALLET,,M2,10,25x40 TT,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L3.2540.2413.0,0,01.L3.2540.2413,Gạch 25x40 MS 2413 loại 3,2413,01.2413,2413,GACH,SOLO,VIEN,HOP,10,PALLET,,M2,10,25x40 TT,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L1.2540.2414.5,5,01.L1.2540.2414,Gạch 25x40 MS 2414 Loại 1,2414,01.2414,2414,GACH,SOLO,VIEN,HOP,10,PALLET,,M2,10,25x40 TT,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L3.2540.2414.0,0,01.L3.2540.2414,Gạch 25x40 MS 2414 Loại 3,2414,01.2414,2414,GACH,SOLO,VIEN,HOP,10,PALLET,,M2,10,25x40 TT,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L1.2540.2415.5,5,01.L1.2540.2415,Gạch 25x40 MS 2415 Loại 1,2415,01.2415,2415,GACH,SOLO,VIEN,HOP,10,PALLET,,M2,10,25x40 TT,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,8/2/2017,,104
01.L3.2540.2415.0,0,01.L3.2540.2415,Gạch 25x40 MS 2415 Loại 3,2415,01.2415,2415,GACH,SOLO,VIEN,HOP,10,PALLET,,M2,10,25x40 TT,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,8/2/2017,,104
01.L1.2540.2416.5,5,01.L1.2540.2416,Gạch 25x40 MS 2416 Loại 1,2416,01.2416,2416,GACH,SOLO,VIEN,HOP,10,PALLET,,M2,10,25x40 TT,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
01.L3.2540.2416.0,0,01.L3.2540.2416,Gạch 25x40 MS 2416 Loại 3,2416,01.2416,2416,GACH,SOLO,VIEN,HOP,10,PALLET,,M2,10,25x40 TT,2540,0,01,PAK,UNIS,END-2020,END-2020,END-2020,,,0
02.L1.3045.644.29,29,02.L1.3045.644,Gạch 30x45 MS 644 Loại 1,644,02.644,644-645,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.644.28,28,02.L1.3045.644,Gạch 30x45 MS 644 Loại 1,644,02.644,644-645,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.644.21,21,02.L1.3045.644,Gạch 30x45 MS 644 Loại 1,644,02.644,644-645,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.644.6,6,02.L1.3045.644,Gạch 30x45 MS 644 Loại 1,644,02.644,644-645,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.644.2,2,02.L1.3045.644,Gạch 30x45 MS 644 Loại 1,644,02.644,644-645,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.644.3,3,02.L1.3045.644,Gạch 30x45 MS 644 Loại 1,644,02.644,644-645,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.645.21,21,02.L1.3045.645,Gạch 30x45 MS 645 Loại 1,645,02.645,644-645,GACH,VIEN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.645.3,3,02.L1.3045.645,Gạch 30x45 MS 645 Loại 1,645,02.645,644-645,GACH,VIEN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.646.20,20,02.L1.3045.646,Gạch 30x45 MS 646 Loại 1,646,02.646,646-647,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.646.21,21,02.L1.3045.646,Gạch 30x45 MS 646 Loại 1,646,02.646,646-647,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.646.23,23,02.L1.3045.646,Gạch 30x45 MS 646 Loại 1,646,02.646,646-647,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.646.18,18,02.L1.3045.646,Gạch 30x45 MS 646 Loại 1,646,02.646,646-647,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.646.3,3,02.L1.3045.646,Gạch 30x45 MS 646 Loại 1,646,02.646,646-647,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.646.4,4,02.L1.3045.646,Gạch 30x45 MS 646 Loại 1,646,02.646,646-647,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.647.20,20,02.L1.3045.647,Gạch 30x45 MS 647 Loại 1,647,02.647,646-647,GACH,VIEN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.647.21,21,02.L1.3045.647,Gạch 30x45 MS 647 Loại 1,647,02.647,646-647,GACH,VIEN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.647.23,23,02.L1.3045.647,Gạch 30x45 MS 647 Loại 1,647,02.647,646-647,GACH,VIEN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.647.3,3,02.L1.3045.647,Gạch 30x45 MS 647 Loại 1,647,02.647,646-647,GACH,VIEN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.647.4,4,02.L1.3045.647,Gạch 30x45 MS 647 Loại 1,647,02.647,646-647,GACH,VIEN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.651.1,1,02.L1.3045.651,Gạch 30x45 MS 651 Loại 1,651,02.651,651-652,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.651.19,19,02.L1.3045.651,Gạch 30x45 MS 651 Loại 1,651,02.651,651-652,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.651.10,10,02.L1.3045.651,Gạch 30x45 MS 651 Loại 1,651,02.651,651-652,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.651.16,16,02.L1.3045.651,Gạch 30x45 MS 651 Loại 1,651,02.651,651-652,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.651.14,14,02.L1.3045.651,Gạch 30x45 MS 651 Loại 1,651,02.651,651-652,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.651.2,2,02.L1.3045.651,Gạch 30x45 MS 651 Loại 1,651,02.651,651-652,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.651.3,3,02.L1.3045.651,Gạch 30x45 MS 651 Loại 1,651,02.651,651-652,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.651.4,4,02.L1.3045.651,Gạch 30x45 MS 651 Loại 1,651,02.651,651-652,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.651.9,9,02.L1.3045.651,Gạch 30x45 MS 651 Loại 1,651,02.651,651-652,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.652.1,1,02.L1.3045.652,Gạch 30x45 MS 652 Loại 1,652,02.652,651-652,GACH,VIEN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.652.16,16,02.L1.3045.652,Gạch 30x45 MS 652 Loại 1,652,02.652,651-652,GACH,VIEN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.652.10,10,02.L1.3045.652,Gạch 30x45 MS 652 Loại 1,652,02.652,651-652,GACH,VIEN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.652.14,14,02.L1.3045.652,Gạch 30x45 MS 652 Loại 1,652,02.652,651-652,GACH,VIEN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.652.2,2,02.L1.3045.652,Gạch 30x45 MS 652 Loại 1,652,02.652,651-652,GACH,VIEN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.652.3,3,02.L1.3045.652,Gạch 30x45 MS 652 Loại 1,652,02.652,651-652,GACH,VIEN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.652.4,4,02.L1.3045.652,Gạch 30x45 MS 652 Loại 1,652,02.652,651-652,GACH,VIEN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.652.9,9,02.L1.3045.652,Gạch 30x45 MS 652 Loại 1,652,02.652,651-652,GACH,VIEN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.653.13,13,02.L1.3045.653,Gạch 30x45 MS 653 Loại 1,653,02.653,653-654,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.653.14,14,02.L1.3045.653,Gạch 30x45 MS 653 Loại 1,653,02.653,653-654,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.653.1,1,02.L1.3045.653,Gạch 30x45 MS 653 Loại 1,653,02.653,653-654,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.653.2,2,02.L1.3045.653,Gạch 30x45 MS 653 Loại 1,653,02.653,653-654,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.653.3,3,02.L1.3045.653,Gạch 30x45 MS 653 Loại 1,653,02.653,653-654,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.653.4,4,02.L1.3045.653,Gạch 30x45 MS 653 Loại 1,653,02.653,653-654,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.653.5,5,02.L1.3045.653,Gạch 30x45 MS 653 Loại 1,653,02.653,653-654,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.653.6,6,02.L1.3045.653,Gạch 30x45 MS 653 Loại 1,653,02.653,653-654,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.653.7,7,02.L1.3045.653,Gạch 30x45 MS 653 Loại 1,653,02.653,653-654,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.653.8,8,02.L1.3045.653,Gạch 30x45 MS 653 Loại 1,653,02.653,653-654,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.653.9,9,02.L1.3045.653,Gạch 30x45 MS 653 Loại 1,653,02.653,653-654,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.654.1,1,02.L1.3045.654,Gạch 30x45 MS 654 Loại 1,654,02.654,653-654,GACH,VIEN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.654.13,13,02.L1.3045.654,Gạch 30x45 MS 654 Loại 1,654,02.654,653-654,GACH,VIEN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.654.14,14,02.L1.3045.654,Gạch 30x45 MS 654 Loại 1,654,02.654,653-654,GACH,VIEN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.654.2,2,02.L1.3045.654,Gạch 30x45 MS 654 Loại 1,654,02.654,653-654,GACH,VIEN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.654.4,4,02.L1.3045.654,Gạch 30x45 MS 654 Loại 1,654,02.654,653-654,GACH,VIEN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.654.6,6,02.L1.3045.654,Gạch 30x45 MS 654 Loại 1,654,02.654,653-654,GACH,VIEN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.654.7,7,02.L1.3045.654,Gạch 30x45 MS 654 Loại 1,654,02.654,653-654,GACH,VIEN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
02.L1.3045.654.8,8,02.L1.3045.654,Gạch 30x45 MS 654 Loại 1,654,02.654,653-654,GACH,VIEN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,02,HOAN MY - VINH PHUC,PERFETTO,END-2020,END-2020,END-2020,,,0
03.L1.3045.6078.3,3,03.L1.3045.6078,Gạch 30x45 MS 6078 loại 1,6078,03.6078,6078-6079,GACH,VIEN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,03,VITTO - HUE,VINCERA,END-2020,END-2020,END-2020,,,0
03.L1.3045.6078.6,6,03.L1.3045.6078,Gạch 30x45 MS 6078 loại 1,6078,03.6078,6078-6079,GACH,VIEN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,03,VITTO - HUE,VINCERA,END-2020,END-2020,END-2020,,,0
03.L1.3045.6079.3,3,03.L1.3045.6079,Gạch 30x45 MS 6079 loại 1,6079,03.6079,6078-6079,GACH,THAN,VIEN,HOP,7,PALLET,,M2,7.40741,30x45,3045,0,03,VITTO - HUE,VINCERA,END-2020,END-2020,END-2020,,,0
